race_id,track,year,driver,lap,stint_no,compound,tire_age_laps,last_laps_json,cheap_stop_flag_true,pitted_this_lap,pitted_within2
2023_Monaco,MONACO GRAND PRIX,2023,ALO,64,3,INTERMEDIATE,8,"[100.897, 100.638, 102.727, 100.467, 99.671]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,65,3,INTERMEDIATE,9,"[100.638, 102.727, 100.467, 99.671, 98.135]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,66,3,INTERMEDIATE,10,"[102.727, 100.467, 99.671, 98.135, 97.64]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,67,3,INTERMEDIATE,11,"[100.467, 99.671, 98.135, 97.64, 96.332]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,68,3,INTERMEDIATE,12,"[99.671, 98.135, 97.64, 96.332, 93.205]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,69,3,INTERMEDIATE,13,"[98.135, 97.64, 96.332, 93.205, 92.841]",1,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,70,3,INTERMEDIATE,14,"[97.64, 96.332, 93.205, 92.841, 93.864]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,71,3,INTERMEDIATE,15,"[96.332, 93.205, 92.841, 93.864, 91.23]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,72,3,INTERMEDIATE,16,"[93.205, 92.841, 93.864, 91.23, 91.057]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,73,3,INTERMEDIATE,17,"[92.841, 93.864, 91.23, 91.057, 89.419]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,74,3,INTERMEDIATE,18,"[93.864, 91.23, 91.057, 89.419, 90.346]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,75,3,INTERMEDIATE,19,"[91.23, 91.057, 89.419, 90.346, 87.245]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,76,3,INTERMEDIATE,20,"[91.057, 89.419, 90.346, 87.245, 85.7]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,77,3,INTERMEDIATE,21,"[89.419, 90.346, 87.245, 85.7, 86.931]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,78,3,INTERMEDIATE,22,"[90.346, 87.245, 85.7, 86.931, 84.701]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,1,1,HARD,0,[],1,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,2,1,HARD,1,[96.914],0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,3,1,HARD,2,"[96.914, 80.021]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,4,1,HARD,3,"[96.914, 80.021, 80.142]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,5,1,HARD,4,"[96.914, 80.021, 80.142, 80.341]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,6,1,HARD,5,"[96.914, 80.021, 80.142, 80.341, 80.022]",0,0,0
